numero_client,nom,prenom,sexe,date_naissance,email,telephone_mobile,adresse,code_postal,ville,iban,num_secu,statut_compte_courant,duree_credit_mois,historique_credit,objet_credit,montant_credit,epargne,anciennete_emploi,taux_effort,statut_personnel_sexe,autres_debiteurs,anciennete_logement,biens,age,autres_credits,logement,nb_credits_existants,emploi,nb_personnes_charge,telephone_declare,travailleur_etranger,defaut
FIN-100794,Fabre,Rémy,M,09/11/1993,rémy.fabre@orange.fr,0674220912,"321, chemin Chantal Peltier",56299,Benard-sur-Besson,FR0877188626395612667830557,147059205012124,pas de compte courant,24,crédits en cours sans incident,audiovisuel,3062,épargne 500-1000,>= 7 ans,4,homme : célibataire,aucun,3,aucun bien connu,32,aucun,locataire,1,employé qualifié,1,oui,oui,0
FIN-100397,Royer,Théodore,M,1979-07-12,théodore.royer@orange.fr,0662925188,"31, rue de Leroux",43875,Charriernec,FR1909060530886843021166732,181100506122760,solde < 100,36,compte critique / crédits ailleurs,audiovisuel,2348,épargne < 100,,3,homme : marié/veuf,aucun,2,épargne logement/assurance vie,46,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100766,Boulanger,Roger,M,08.04.1994,roger.boulanger@free.fr,0739078956,"947, boulevard Bourdon",25904,Dubois,FR6393912956518871148600500,188017401024496,solde < 100,30,crédits en cours sans incident,audiovisuel,3108,épargne < 100,< 1 an,2,homme : divorcé/séparé,aucun,4,épargne logement/assurance vie,31,aucun,propriétaire,1,non qualifié résident,1,non,oui,1
FIN-100870,Benard,Andrée,F,1985-08-27,andrée.benard@orange.fr,0610303243,"37, boulevard Techer",59542,Briand,FR6684136233470407146971479,287068816079581,pas de compte courant,36,retards de paiement passés,audiovisuel,7678,épargne 500-1000,,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,40,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100217,Pelletier,Alphonse,M,25.10.2002,alphonse.pelletier@free.fr,0658891637,"95, rue de Moreno",79932,Briandboeuf,FR9007659759545089177680898,114049402821107,solde > 200 ou salaire domicilié,36,crédits en cours sans incident,électroménager,3913,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,immobilier,23,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100004,Labbé,Bernard,M,1972-06-15,bernard.labbé@orange.fr,07 84 14 59 33,rue Gomes,25368,TEIXEIRA,FR4583586812259572446176792,143046544007744,solde < 100,24,retards de paiement passés,voiture neuve,4870,épargne < 100,1-4 ans,3,homme : célibataire,aucun,4,aucun bien connu,53,aucun,logé gratuitement,2,employé qualifié,2,non,OUI,1
FIN-100768,Chartier,Joseph,M,1997-06-28,joseph.chartier@free.fr,+33627341514,"9, chemin de Raymond",24783,Lefort-sur-Seguin,FR7601860742906952223369318,227094700145571,solde 100-200,12,compte critique / crédits ailleurs,audiovisuel,3617,épargne < 100,>= 7 ans,1,homme : célibataire,aucun,4,véhicule ou autre,28,aucun,locataire,3,employé qualifié,1,oui,oui,0
FIN-100642,Fournier,Tristan,M,1985-08-22,tristan.fournier@gmail.com,0799390892,"938, rue Guérin",90823,Perez,FR5479849149860995504932664,243106544018282,pas de compte courant,15,crédits en cours sans incident,reconversion,4623,épargne 100-500,1-4 ans,3,homme : célibataire,aucun,2,épargne logement/assurance vie,40,aucun,propriétaire,1,cadre / indépendant,1,oui,OUI,1
FIN-100919,Arnaud,Honoré,M,1986-05-15,honoré.arnaud@outlook.fr,0788443448,"207, rue Christophe Hernandez",71130,Brun-les-Bains,FR7152878357338133073453302,295115746356489,solde < 100,24,crédits en cours sans incident,audiovisuel,3345,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,2,épargne logement/assurance vie,39,aucun,locataire,1,cadre / indépendant,1,oui,oui,1
FIN-100612,Mahe,Isabelle,F,1996-05-18,isabelle.mahe@outlook.fr,0655963632,"599, chemin Louis",52669,Sainte Christiane,FR8356100777321750361920259,156013930046293,solde < 100,21,crédits en cours sans incident,électroménager,,épargne > 1000,< 1 an,4,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,29,banque,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100738,Caron,Thibaut,M,1980-05-12,thibaut.caron@outlook.fr,0619971791,"75, chemin Germain",24686,GrondinBourg,FR6020084842648333679608289,256099550027623,pas de compte courant,6,compte critique / crédits ailleurs,voiture neuve,6761,épargne < 100,,1,homme : célibataire,aucun,3,aucun bien connu,45,aucun,propriétaire,2,cadre / indépendant,2,oui,oui,0
FIN-100546,Pinto,Céline,F,29/08/1982,céline.pinto@free.fr,0669375150,"32, rue de Roussel",33484,Guibert,FR3891053021516758646339534,141033726118434,pas de compte courant,24,compte critique / crédits ailleurs,voiture neuve,2022,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,37,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100725,Blanchet,Maryse,F,1984-10-26,maryse.blanchet@gmail.com,0618071569,"50, rue de Lebrun",02564,Le Gall,FR6347185594079923045323167,242079730248252,pas de compte courant,6,compte critique / crédits ailleurs,voiture neuve,250,épargne > 1000,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,2,immobilier,41,banque,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100683,De Sousa,Léon,M,1978-09-10,léon.de-sousa@orange.fr,0615562606,"49, rue Philippe Breton",73927,Chauvet-sur-Rodrigues,FR0864257068026933154230600,276073523875459,pas de compte courant,24,compte critique / crédits ailleurs,électroménager,5103,épargne < 100,< 1 an,3,homme : marié/veuf,aucun,3,aucun bien connu,47,aucun,logé gratuitement,3,employé qualifié,1,oui,oui,0
FIN-100098,Muller,Patrick,M,1989-10-20,patrick.muller@gmail.com,0692753269,"9, rue Georges",36284,Chevalierboeuf,FR1132573755344902166670808,183129730293152,solde 100-200,36,compte critique / crédits ailleurs,électroménager,2337,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,immobilier,0,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100804,Maillard,Audrey,F,2001-05-19,audrey.maillard@outlook.fr,0718924195,"9, avenue de Martel",22300,Guichard,FR2263361317985490049037295,142067728822740,solde 100-200,12,crédits en cours sans incident,voiture neuve,7472,pas d'épargne connue,sans emploi,1,femme : divorcée/séparée/mariée,aucun,2,immobilier,24,aucun,locataire,1,sans emploi / non qualifié non résident,1,non,oui,0
FIN-100727,Gaudin,Stéphanie,F,2000-09-13,stéphanie.gaudin@gmail.com,+33630453194,"5, rue Paris",54735,Sainte Arthur,FR3266505276120928157806190,120102505624522,solde < 100,18,crédits en cours sans incident,électroménager,1882,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,25,banque,locataire,2,employé qualifié,1,non,oui,1
FIN-100573,Munoz,Thérèse,F,2003-04-25,thérèse.munoz@outlook.fr,+33683342801,rue de Barre,97641,Bouvet,FR6059025784640858588382567,264097055014801,solde < 100,15,crédits en cours sans incident,autre,806,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,22,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100406,Lecomte,Patrick,M,1982-11-07,patrick.lecomte@orange.fr,0677038860,"8, rue Vincent Lopes",47365,Sainte Paul-les-Bains,FR7775691983210291617469029,282083018930589,pas de compte courant,24,compte critique / crédits ailleurs,voiture occasion,2197,pas d'épargne connue,4-7 ans,4,homme : célibataire,aucun,4,véhicule ou autre,43,aucun,propriétaire,2,employé qualifié,2,oui,oui,0
FIN-100502,Lesage,Alphonse,M,1976-06-09,alphonse.lesage@outlook.fr,0636565198,"9, rue de Morin",04685,Guérin,FR7573042763628144471893953,115119550013524,solde > 200 ou salaire domicilié,9,crédits en cours sans incident,électroménager,1126,épargne 100-500,>= 7 ans,2,homme : divorcé/séparé,aucun,4,immobilier,49,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100047,Pottier,Geneviève,F,2002-08-12,geneviève.pottier@gmail.com,0694311426,"935, rue Alice Bodin",07440,Richard,FR7941644859592248395894773,146094019263169,solde < 100,6,crédits en cours sans incident,voiture occasion,1352,épargne 500-1000,,1,femme : divorcée/séparée/mariée,aucun,2,épargne logement/assurance vie,23,aucun,locataire,1,sans emploi / non qualifié non résident,1,oui,oui,0
FIN-100032,Chevalier,William,M,1995-09-05,william.chevalier@free.fr,0772522872,"39, boulevard Fouquet",30732,Besson,FR2413421388209088307053496,246107919148531,solde 100-200,18,crédits en cours sans incident,voiture neuve,5866,épargne 100-500,1-4 ans,2,homme : célibataire,aucun,2,véhicule ou autre,30,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100779,Gilbert,Hélène,F,1958-11-09,hélène.gilbert@orange.fr,0797412182,"727, rue Margaud Besnard",28103,Vasseur,FR8237461215756264126084818,106091601558975,solde 100-200,18,crédits en cours sans incident,études,3872,épargne < 100,sans emploi,2,femme : divorcée/séparée/mariée,aucun,4,véhicule ou autre,67,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100839,Jacques,Thierry,M,1979-03-19,thierry.jacques@free.fr,0705739769,"69, rue Océane Labbé",09271,Saint Moniqueboeuf,FR0399098412865581675923831,266029730277555,pas de compte courant,24,compte critique / crédits ailleurs,électroménager,2611,épargne < 100,>= 7 ans,4,homme : marié/veuf,co-emprunteur,3,immobilier,46,aucun,propriétaire,2,employé qualifié,1,non,oui,0
FIN-100200,Deschamps,Patrick,M,1973-11-29,patrick.deschamps@gmail.com,0762575326,rue de Samson,57738,Fouquet,FR3275367497852491416860134,216029761112001,pas de compte courant,9,compte critique / crédits ailleurs,reconversion,936,épargne 500-1000,>= 7 ans,4,homme : célibataire,aucun,2,véhicule ou autre,52,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100134,Petitjean,Océane,F,2004-02-19,océane.petitjean@gmail.com,0725324472,"80, avenue de Durand",77490,Launay,FR6617392957867181535237360,227011730079576,pas de compte courant,60,crédits en cours sans incident,électroménager,10144,épargne 100-500,4-7 ans,2,femme : divorcée/séparée/mariée,aucun,4,immobilier,21,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100027,Techer,Lucie,F,1983-11-26,lucie.techer@free.fr,0738546785,"8, boulevard Adélaïde Rodriguez",86293,Saint Capucine,FR9694455116682973270216487,192030240838280,solde > 200 ou salaire domicilié,12,crédits Finova soldés,électroménager,409 EUR,épargne > 1000,1-4 ans,3,femme : divorcée/séparée/mariée,aucun,3,immobilier,42,aucun,locataire,2,employé qualifié,1,non,oui,0
FIN-100902,Collin,Yves,M,1983-02-21,yves.collin@free.fr,0682341436,"89, avenue de Poirier",60769,Hervé-sur-Peron,FR9531424956291796441603328,261129710573706,pas de compte courant,36,compte critique / crédits ailleurs,voiture occasion,10477,,>= 7 ans,2,homme : célibataire,aucun,4,aucun bien connu,42,aucun,logé gratuitement,2,employé qualifié,1,non,oui,0
FIN-100230,Weber,Bernard,M,1999-04-12,bernard.weber@orange.fr,0692216995,"67, rue de Techer",19765,Martel-sur-Lefort,FR6800559550178332584868999,202014604260905,solde > 200 ou salaire domicilié,36,crédits en cours sans incident,électroménager,4210,épargne < 100,1-4 ans,4,homme : célibataire,aucun,2,véhicule ou autre,26,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100489,Jourdan,Frédéric,M,1999-03-19,frédéric.jourdan@orange.fr,0739174101,"37, rue Buisson",57783,Lombard-sur-Chrétien,FR2076296914336299946645099,273062227898580,pas de compte courant,6,crédits en cours sans incident,voiture neuve,3518,épargne < 100,1-4 ans,2,homme : célibataire,garant,3,épargne logement/assurance vie,26,aucun,locataire,1,employé qualifié,1,non,oui,0
FIN-100772,Verdier,Bernard,M,15/05/1989,bernard.verdier@gmail.com,0678263337,"840, rue de Baudry",42972,Saint Dorothée,FR4164853207758708943269834,168036444514963,pas de compte courant,21,compte critique / crédits ailleurs,voiture occasion,3275,épargne < 100,>= 7 ans,1,homme : célibataire,aucun,4,véhicule ou autre,36,aucun,propriétaire,1,cadre / indépendant,1,oui,oui,0
FIN-100378,Sanchez,Eugène,M,09.09.1968,eugène.sanchez@free.fr,0722517908,"13, boulevard de Roy",89513,Saint AntoinetteBourg,FR4688241996264222975891704,100099001059963,solde 100-200,36,crédits en cours sans incident,voiture neuve,14318,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,2,aucun bien connu,57,aucun,logé gratuitement,1,cadre / indépendant,1,oui,oui,1
FIN-100288,Lambert,Alexandrie,F,1976-05-28,alexandrie.lambert@outlook.fr,0662473149,boulevard Matthieu Martinez,88867,Devaux,FR1697620534407779462072662,271052636289351,solde 100-200,12,crédits en cours sans incident,électroménager,1092,épargne < 100,1-4 ans,4,femme : divorcée/séparée/mariée,garant,4,immobilier,49,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100418,Pons,Victoire,F,1994-03-16,victoire.pons@outlook.fr,0605020994,rue Céline Aubert,68964,Schneider-sur-Mer,FR7470173208652377729665633,295055502937168,pas de compte courant,21,crédits en cours sans incident,voiture neuve,2782,épargne 500-1000,4-7 ans,1,femme : divorcée/séparée/mariée,aucun,2,véhicule ou autre,31,banque,propriétaire,1,cadre / indépendant,1,non,oui,0
FIN-100674,Bousquet,Arthur,M,31/08/1984,arthur.bousquet@gmail.com,0680156193,"23, avenue Chauvet",63470,Gonzalez,FR8199621836677196666102563,193070105383735,pas de compte courant,21,retards de paiement passés,autre,2580,épargne 500-1000,< 1 an,4,homme : célibataire,aucun,2,immobilier,41,banque,propriétaire,1,non qualifié résident,2,non,oui,1
FIN-100391,Gay,Colette,F,07/04/2006,colette.gay@orange.fr,0780038457,"57, avenue Benoît Roussel",92857,Bernierboeuf,FR1507407173279805950310064,112066444568291,solde 100-200,12,crédits en cours sans incident,audiovisuel,983,épargne > 1000,< 1 an,1,femme : divorcée/séparée/mariée,aucun,4,immobilier,19,aucun,locataire,1,non qualifié résident,1,non,oui,0
FIN-100592,Maurice,Alex,F,16/11/1989,alex.maurice@orange.fr,0700902559,"40, rue Couturier",50815,Gillet-les-Bains,FR2129073992891982718265337,101071106928577,pas de compte courant,21,crédits en cours sans incident,autre,1572,épargne > 1000,>= 7 ans,4,femme : divorcée/séparée/mariée,aucun,4,immobilier,36,banque,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100498,Maillard,Luc,M,1993-07-26,luc.maillard@outlook.fr,0705061387,"39, boulevard de Aubry",85553,Lefebvre,FR8862713589693353900585615,107077728885180,solde 100-200,18,crédits en cours sans incident,électroménager,1301,épargne < 100,>= 7 ans,4,homme : marié/veuf,garant,2,immobilier,32,aucun,propriétaire,1,non qualifié résident,1,non,oui,0
FIN-100138,Joly,Maurice,M,1990-11-19,maurice.joly@orange.fr,0764205930,boulevard Gérard,51191,Le Gall-sur-Peron,FR2972351373990063140352635,205122123134061,solde 100-200,15,compte critique / crédits ailleurs,électroménager,2728,pas d'épargne connue,4-7 ans,4,homme : célibataire,garant,2,immobilier,35,banque,propriétaire,3,employé qualifié,1,oui,oui,0
FIN-100062,Gilbert,Stéphane,M,1964-06-21,stéphane.gilbert@orange.fr,0613529096,"854, rue Lopes",63447,Riou-sur-Mer,FR0579799667345957640381664,106116005774129,solde 100-200,36,aucun crédit / tous soldés,autre,1953,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,aucun bien connu,61,aucun,logé gratuitement,1,cadre / indépendant,1,oui,oui,1
FIN-100471,Ledoux,Capucine,F,2002-03-15,capucine.ledoux@gmail.com,0794079290,"12, rue Simone Louis",53149,Gomez-la-Forêt,FR3291257349899255394607429,112046748232204,solde < 100,6,crédits en cours sans incident,reconversion,448,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,23,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100647,Millet,Lucie,F,1999-06-02,lucie.millet@outlook.fr,0716423610,"21, rue de Berger",35682,Petit-les-Bains,FR1223610809261662016555786,276027654035508,pas de compte courant,12,crédits en cours sans incident,voiture neuve,1386,épargne 500-1000,1-4 ans,2,femme : divorcée/séparée/mariée,aucun,2,épargne logement/assurance vie,26,aucun,propriétaire,1,employé qualifié,1,non,oui,1
FIN-100128,Monnier,Martin,M,1991-05-29,martin.monnier@orange.fr,0635213568,"937, chemin de Boucher",27983,Adam,FR1308780572151494097626374,134118313735695,solde 100-200,12,compte critique / crédits ailleurs,voiture occasion,"1860,00",épargne < 100,sans emploi,4,homme : célibataire,aucun,2,véhicule ou autre,34,aucun,propriétaire,2,cadre / indépendant,1,oui,oui,0
FIN-100248,Nguyen,Hugues,M,1999-10-06,hugues.nguyen@free.fr,0784085887,"642, chemin Peron",14745,Vincent-sur-Lacombe,FR8724426078197543734764273,154087127057532,solde > 200 ou salaire domicilié,24,crédits en cours sans incident,audiovisuel,1925,épargne < 100,1-4 ans,2,homme : célibataire,aucun,2,immobilier,26,aucun,propriétaire,1,employé qualifié,1,non,oui,0
FIN-100520,Bouchet,Jacques,M,1981-07-05,jacques.bouchet@gmail.com,0668739774,"9, rue de Bonneau",74554,Legros-les-Bains,FR5122021237205503300008863,201108902483233,pas de compte courant,24,compte critique / crédits ailleurs,études,5507,épargne < 100,>= 7 ans,3,homme : célibataire,aucun,4,aucun bien connu,44,aucun,logé gratuitement,2,employé qualifié,1,non,oui,0
FIN-100838,Picard,Isaac,M,1962-06-14,isaac.picard@free.fr,0797863050,"80, rue de Guérin",84729,Jean-les-Bains,FR0525853465815398852178955,167053818597659,solde < 100,24,compte critique / crédits ailleurs,voiture occasion,2957,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,4,épargne logement/assurance vie,63,aucun,propriétaire,2,employé qualifié,1,oui,oui,0
FIN-100989,Masse,Georges,M,1977-04-07,georges.masse@orange.fr,0764649111,chemin Thibaut Robin,44817,Moreno-la-Forêt,FR7009355557020061741364459,292095502965592,solde 100-200,24,compte critique / crédits ailleurs,électroménager,1743,épargne < 100,>= 7 ans,4,homme : célibataire,aucun,2,épargne logement/assurance vie,48,aucun,propriétaire,2,non qualifié résident,1,non,oui,0
FIN-100064,Vasseur,Maryse,F,1999-10-31,maryse.vasseur@outlook.fr,0675679825,"67, chemin de Hervé",12424,Lefebvre,FR5970232441233613285072517,197012123115277,pas de compte courant,24,crédits en cours sans incident,électroménager,3181,épargne < 100,< 1 an,4,femme : divorcée/séparée/mariée,aucun,4,épargne logement/assurance vie,26,aucun,propriétaire,1,employé qualifié,1,oui,oui,0
FIN-100812,Jacquet,Bertrand,M,2001-05-15,bertrand.jacquet@free.fr,0713023212,"91, chemin de Didier",39567,CarpentierBourg,FR9294147539891370542451908,107063818598497,solde < 100,36,compte critique / crédits ailleurs,voiture occasion,9629,épargne < 100,,4,homme : célibataire,aucun,4,véhicule ou autre,24,aucun,propriétaire,2,employé qualifié,1,oui,oui,1
